dt-timestamp(s),dt-x,dt-y,dt-z,pt-timestamp(s),pt-x,pt-y,pt-z,operation
-,-,-,-,14980,-108.14,0.0,19,Insertion
-,-,-,-,15000,-108.14,0.0,19,Insertion
-,-,-,-,15020,-108.14,0.0,19,Insertion
15820,-115.45,3.63,22,15040,-108.14,0.0,19,Mismatch
15840,-113.77,2.74,21,15060,-108.14,0.0,19,Mismatch
15860,-112.07,1.88,20,15080,-108.14,0.0,19,Match
15880,-110.36,1.04,20,15100,-108.14,0.0,19,Match
15900,-108.63,0.23,19,15120,-108.14,0.0,19,Match
15920,-108.14,-0.0,19,15140,-108.14,0.0,19,Match
15940,-108.14,-0.0,19,15160,-108.14,0.0,19,Match
15960,-108.14,-0.0,19,15180,-108.14,0.0,19,Match
15980,-108.14,-0.0,19,15200,-108.14,0.0,19,Match
16000,-108.14,-0.0,19,15220,-108.14,0.0,19,Match
16020,-108.14,-0.0,19,15240,-108.14,0.0,19,Match
16040,-108.14,-0.0,19,15260,-108.14,0.0,19,Match
16060,-108.14,-0.0,19,15280,-108.14,0.0,19,Match
16080,-108.14,-0.0,19,15300,-108.14,0.0,19,Match
16100,-108.14,-0.0,19,15320,-108.14,0.0,19,Match
16120,-108.14,-0.0,19,15340,-108.14,0.0,19,Match
16140,-108.14,-0.0,19,15360,-108.14,0.0,19,Match
16160,-108.14,-0.0,19,15380,-108.14,0.0,19,Match
16180,-108.14,-0.0,19,15400,-108.14,0.0,19,Match
16200,-108.14,-0.0,19,15420,-108.14,0.0,19,Match
16220,-108.14,-0.0,19,15440,-108.14,0.0,19,Match
16240,-108.14,-0.0,19,15460,-108.14,0.0,19,Match
16260,-108.14,-0.0,19,15480,-108.14,0.0,19,Match
16280,-108.14,-0.0,19,15500,-108.14,0.0,19,Match
16300,-108.14,-0.0,19,15520,-108.14,0.0,19,Match
16320,-108.14,-0.0,19,15540,-108.14,0.0,19,Match
16340,-108.14,-0.0,19,15560,-108.14,0.0,19,Match
16360,-108.14,-0.0,19,15580,-108.14,0.0,19,Match
16380,-108.14,-0.0,19,15600,-108.14,0.0,19,Match
16400,-108.14,-0.0,19,15620,-108.14,0.0,19,Match
16420,-108.14,-0.0,19,15640,-108.14,0.0,19,Match
16440,-108.14,-0.0,19,15660,-108.14,0.0,19,Match
16460,-108.14,-0.0,19,15680,-108.14,0.0,19,Match
16480,-108.14,-0.0,19,15700,-108.14,0.0,19,Match
16500,-108.14,-0.0,19,15720,-108.14,0.0,19,Match
16520,-108.14,-0.0,19,15740,-108.14,0.0,19,Match
16540,-108.14,-0.0,19,15760,-108.14,0.0,19,Match
16560,-108.14,-0.0,19,15780,-108.14,0.0,19,Match
16580,-108.14,-0.0,19,15800,-108.14,0.0,19,Match
16600,-108.14,-0.0,19,15820,-108.14,0.0,19,Match
16620,-108.14,-0.0,19,15840,-108.14,0.0,19,Match
16640,-108.14,-0.0,19,15860,-108.14,0.0,19,Match
16660,-108.14,-0.0,19,15880,-108.14,0.0,19,Match
16680,-108.14,-0.0,19,15900,-108.14,0.0,19,Match
16700,-108.14,-0.0,19,15920,-108.14,0.0,19,Match
16720,-108.14,-0.0,19,15940,-108.14,0.0,19,Match
16740,-108.14,-0.0,19,15960,-108.14,0.0,19,Match
16760,-108.14,-0.0,19,15980,-108.14,0.0,19,Match
16780,-108.14,-0.0,19,16000,-108.14,0.0,19,Match
16800,-108.14,-0.0,19,16020,-108.14,0.0,19,Match
16820,-108.14,-0.0,19,16040,-108.14,0.0,19,Match
16840,-108.14,-0.0,19,16060,-108.14,0.0,19,Match
16860,-108.14,-0.0,19,16080,-108.14,0.0,19,Match
16880,-108.14,-0.0,19,16100,-108.14,0.0,19,Match
16900,-108.14,-0.0,19,16120,-108.14,0.0,19,Match
16920,-108.14,-0.0,19,16140,-108.14,0.0,19,Match
16940,-108.14,-0.0,19,16160,-108.14,0.0,19,Match
16960,-108.14,-0.0,19,16180,-108.14,0.0,19,Match
16980,-108.14,-0.0,19,16200,-108.14,0.0,19,Match
17000,-108.14,-0.0,19,16220,-108.14,0.0,19,Match
17020,-108.14,-0.0,19,16240,-108.14,0.0,19,Match
17040,-108.14,-0.0,19,16260,-108.14,0.0,19,Match
17060,-108.14,-0.0,19,16280,-108.14,0.0,19,Match
17080,-108.14,-0.0,19,16300,-108.14,0.0,19,Match
-,-,-,-,16320,-110.1,0.0,20,Insertion
-,-,-,-,16340,-112.05,0.0,20,Insertion
17100,-112.57,-0.0,20,16360,-114.0,0.0,21,Match
17120,-116.97,-0.0,22,16380,-115.93,0.0,22,Match
17140,-121.34,-0.0,24,16400,-127.39,0.0,28,Mismatch
17160,-125.67,-0.0,26,16420,-129.28,0.0,29,Match
17180,-129.96,-0.0,28,16440,-131.16,0.0,29,Match
17200,-134.2,-0.0,30,16460,-133.03,0.0,30,Match
17220,-138.4,-0.0,33,16480,-134.89,0.0,31,Match
17240,-142.54,-0.0,35,16500,-145.84,0.0,38,Match
17260,-146.62,-0.0,38,16520,-147.62,0.0,39,Match
17280,-150.65,-0.0,40,16540,-149.38,0.0,40,Match
-,-,-,-,16560,-151.13,0.0,41,Insertion
17300,-154.61,-0.0,43,16580,-152.86,0.0,43,Match
17320,-158.5,-0.0,46,16600,-162.98,0.0,51,Mismatch
17340,-162.33,-0.0,49,16620,-164.23,0.0,52,Match
17360,-166.08,-0.0,52,16640,-165.47,0.0,53,Match
-,-,-,-,16660,-166.71,0.0,54,Insertion
17380,-169.75,-0.0,56,16680,-167.94,0.0,55,Match
-,-,-,-,16700,-175.16,0.0,61,Insertion
17400,-173.35,-0.0,59,16720,-176.95,0.0,63,Match
17420,-176.86,-0.0,63,16740,-178.71,0.0,65,Match
17440,-180.28,-0.0,66,16760,-180.46,0.0,67,Match
17460,-183.62,-0.0,70,16780,-182.17,0.0,69,Match
17480,-186.86,-0.0,74,16800,-191.96,0.0,81,Mismatch
17500,-190.01,-0.0,78,16820,-193.06,0.0,82,Match
17520,-193.06,-0.0,82,16840,-194.14,0.0,84,Match
17540,-196.01,-0.0,86,16860,-195.21,0.0,86,Match
17560,-198.85,-0.0,90,16880,-196.26,0.0,87,Match
-,-,-,-,16900,-202.25,0.0,97,Insertion
17580,-201.59,-0.0,95,16920,-203.37,0.0,99,Match
17600,-204.22,-0.0,99,16940,-204.47,0.0,101,Match
-,-,-,-,16960,-205.54,0.0,103,Insertion
17620,-206.74,-0.0,104,16980,-206.6,0.0,105,Match
17640,-209.14,-0.0,108,17000,-212.41,0.0,118,Mismatch
17660,-211.43,-0.0,113,17020,-213.15,0.0,120,Mismatch
17680,-213.6,-0.0,118,17040,-213.88,0.0,121,Match
17700,-215.64,-0.0,123,17060,-214.6,0.0,123,Match
17720,-217.57,-0.0,127,17080,-215.31,0.0,124,Match
-,-,-,-,17100,-219.29,0.0,133,Insertion
17740,-219.37,-0.0,132,17120,-220.16,0.0,136,Match
17760,-221.04,-0.0,137,17140,-221.0,0.0,138,Match
-,-,-,-,17160,-221.8,0.0,141,Insertion
17780,-222.58,-0.0,143,17180,-222.57,0.0,143,Match
17800,-224.0,-0.0,148,17200,-226.45,0.0,160,Mismatch
17820,-225.28,-0.0,153,17220,-226.79,0.0,162,Mismatch
17840,-226.43,-0.0,158,17240,-227.11,0.0,164,Mismatch
17860,-227.44,-0.0,163,17260,-227.41,0.0,166,Match
17880,-228.31,-0.0,169,17280,-227.69,0.0,168,Match
17900,-229.05,-0.0,174,17300,-228.96,0.0,180,Mismatch
17920,-229.65,-0.0,180,17320,-229.13,0.0,182,Match
-,-,-,-,17340,-229.27,0.0,185,Insertion
17940,-230.11,-0.0,185,17360,-229.39,0.0,187,Match
17960,-230.43,-0.0,191,17380,-229.47,0.0,190,Match
17980,-230.61,-0.0,196,17400,-229.37,0.0,205,Mismatch
18000,-230.64,-0.0,202,17420,-229.47,0.0,207,Mismatch
18020,-230.53,-0.0,207,17440,-229.54,0.0,209,Match
-,-,-,-,17460,-229.6,0.0,211,Insertion
18040,-230.28,-0.0,213,17480,-229.63,0.0,213,Match
18060,-229.89,-0.0,218,17500,-229.42,0.0,225,Mismatch
18080,-229.35,-0.0,224,17520,-229.06,0.0,228,Match
18100,-228.66,-0.0,229,17540,-228.67,0.0,230,Match
18120,-227.83,-0.0,235,17560,-228.25,0.0,233,Match
18140,-226.86,-0.0,240,17580,-227.8,0.0,235,Mismatch
18160,-225.74,-0.0,246,17600,-224.5,0.0,250,Match
18180,-224.47,-0.0,252,17620,-223.95,0.0,253,Match
-,-,-,-,17640,-223.37,0.0,255,Insertion
18200,-223.07,-0.0,257,17660,-222.78,0.0,257,Match
18220,-221.52,-0.0,263,17680,-222.16,0.0,259,Match
18240,-219.82,-0.0,268,17700,-218.03,0.0,271,Match
18260,-217.98,-0.0,273,17720,-217.4,0.0,273,Match
-,-,-,-,17740,-216.75,0.0,275,Insertion
-,-,-,-,17760,-216.07,0.0,277,Insertion
18280,-216.01,-0.0,279,17780,-215.38,0.0,279,Match
18300,-213.89,-0.0,284,17800,-210.79,0.0,292,Mismatch
18320,-211.63,-0.0,290,17820,-209.83,0.0,294,Match
18340,-209.23,-0.0,295,17840,-208.84,0.0,296,Match
18360,-206.69,-0.0,300,17860,-207.84,0.0,298,Match
18380,-204.02,-0.0,305,17880,-206.81,0.0,300,Mismatch
18400,-201.21,-0.0,310,17900,-200.25,0.0,311,Match
18420,-198.27,-0.0,315,17920,-198.76,0.0,314,Match
-,-,-,-,17940,-197.23,0.0,316,Insertion
18440,-195.19,-0.0,320,17960,-195.66,0.0,319,Match
18460,-191.99,-0.0,325,17980,-194.06,0.0,322,Match
18480,-188.66,-0.0,330,18000,-183.75,0.0,337,Mismatch
18500,-185.19,-0.0,335,18020,-182.34,0.0,338,Match
18520,-181.61,-0.0,340,18040,-180.91,0.0,340,Match
-,-,-,-,18060,-179.47,0.0,342,Insertion
18540,-177.9,-0.0,344,18080,-178.0,0.0,344,Match
18560,-174.07,-0.0,349,18100,-168.85,0.0,354,Mismatch
18580,-170.12,-0.0,353,18120,-167.39,0.0,355,Match
-,-,-,-,18140,-165.91,0.0,357,Insertion
18600,-166.05,-0.0,358,18160,-164.41,0.0,359,Match
18620,-161.87,-0.0,362,18180,-162.9,0.0,360,Match
18640,-157.58,-0.0,366,18200,-153.48,0.0,370,Match
18660,-153.18,-0.0,370,18220,-151.51,0.0,372,Match
18680,-148.67,-0.0,374,18240,-149.52,0.0,374,Match
18700,-144.06,-0.0,378,18260,-147.51,0.0,375,Match
18720,-139.35,-0.0,382,18280,-145.49,0.0,377,Mismatch
18740,-134.54,-0.0,385,18300,-132.91,0.0,386,Match
18760,-132.91,-0.0,386,18320,-132.34,0.0,387,Match
18780,-131.65,-0.0,388,18340,-131.76,0.0,388,Match
18800,-130.37,-0.0,390,18360,-131.18,0.0,389,Match
18820,-129.09,-0.0,392,18380,-130.6,0.0,389,Match
18840,-127.79,-0.0,394,18400,-127.06,0.0,393,Match
18860,-126.48,-0.0,396,18420,-126.11,0.0,394,Match
18880,-125.16,-0.0,398,18440,-125.15,0.0,395,Match
18900,-123.83,-0.0,400,18460,-124.19,0.0,396,Match
18920,-122.48,-0.0,401,18480,-123.22,0.0,397,Match
18940,-121.13,-0.0,403,18500,-117.32,0.0,403,Match
18960,-119.77,-0.0,405,18520,-116.81,0.0,404,Match
-,-,-,-,18540,-116.3,0.0,404,Insertion
18980,-118.39,-0.0,407,18560,-115.8,0.0,405,Match
19000,-117.01,-0.0,408,18580,-115.29,0.0,406,Match
19020,-115.61,-0.0,410,18600,-112.2,0.0,410,Match
19040,-114.21,-0.0,412,18620,-111.69,0.0,411,Match
19060,-112.79,-0.0,413,18640,-111.17,0.0,411,Match
-,-,-,-,18660,-110.64,0.0,412,Insertion
19080,-111.37,-0.0,415,18680,-110.12,0.0,413,Match
-,-,-,-,18700,-106.96,0.0,417,Insertion
-,-,-,-,18720,-106.43,0.0,417,Insertion
19100,-109.93,-0.0,417,18740,-105.89,0.0,418,Match
19120,-108.49,-0.0,418,18760,-105.36,0.0,419,Match
19140,-107.03,-0.0,420,18780,-104.82,0.0,419,Match
19160,-105.57,-0.0,421,18800,-101.58,0.0,423,Match
19180,-104.1,-0.0,423,18820,-100.79,0.0,424,Match
19200,-102.62,-0.0,424,18840,-99.99,0.0,424,Match
19220,-101.13,-0.0,426,18860,-99.2,0.0,425,Match
19240,-99.63,-0.0,427,18880,-98.4,0.0,426,Match
19260,-98.12,-0.0,429,18900,-93.56,0.0,429,Match
19280,-96.6,-0.0,430,18920,-93.0,0.0,430,Match
19300,-95.08,-0.0,431,18940,-92.44,0.0,430,Match
19320,-93.54,-0.0,433,18960,-91.87,0.0,431,Match
19340,-92.0,-0.0,434,18980,-91.31,0.0,432,Match
-,-,-,-,19000,-87.89,0.0,435,Insertion
-,-,-,-,19020,-87.32,0.0,435,Insertion
19360,-90.45,-0.0,436,19040,-86.75,0.0,436,Match
19380,-88.9,-0.0,437,19060,-86.17,0.0,436,Match
19400,-87.33,-0.0,438,19080,-85.6,0.0,437,Match
19420,-85.76,-0.0,439,19100,-82.12,0.0,440,Match
19440,-84.18,-0.0,441,19120,-81.54,0.0,441,Match
19460,-82.59,-0.0,442,19140,-80.96,0.0,441,Match
19480,-81.0,-0.0,443,19160,-80.37,0.0,442,Match
19500,-79.39,-0.0,444,19180,-79.79,0.0,442,Match
19520,-77.79,-0.0,445,19200,-76.25,0.0,445,Match
19540,-76.17,-0.0,446,19220,-75.09,0.0,445,Match
19560,-74.55,-0.0,447,19240,-73.93,0.0,446,Match
19580,-72.92,-0.0,449,19260,-72.77,0.0,447,Match
19600,-71.29,-0.0,450,19280,-71.6,0.0,447,Match
19620,-69.64,-0.0,451,19300,-64.54,0.0,450,Mismatch
19640,-68.0,-0.0,452,19320,-64.24,0.0,451,Match
19660,-66.34,-0.0,453,19340,-63.94,0.0,451,Match
-,-,-,-,19360,-63.64,0.0,451,Insertion
19680,-64.68,-0.0,453,19380,-63.33,0.0,452,Match
-,-,-,-,19400,-61.52,0.0,453,Insertion
-,-,-,-,19420,-60.9,0.0,454,Insertion
19700,-63.02,-0.0,454,19440,-60.29,0.0,454,Match
-,-,-,-,19460,-59.68,0.0,455,Insertion
19720,-61.35,-0.0,455,19480,-59.06,0.0,455,Match
19740,-59.67,-0.0,456,19500,-55.36,0.0,457,Match
19760,-57.99,-0.0,457,19520,-54.6,0.0,457,Match
19780,-56.31,-0.0,458,19540,-53.84,0.0,458,Match
19800,-54.62,-0.0,459,19560,-53.08,0.0,458,Match
19820,-52.92,-0.0,459,19580,-52.32,0.0,458,Match
19840,-51.22,-0.0,460,19600,-47.74,0.0,460,Match
19860,-49.52,-0.0,461,19620,-47.11,0.0,460,Match
19880,-47.81,-0.0,462,19640,-46.48,0.0,461,Match
19900,-46.1,-0.0,462,19660,-45.85,0.0,461,Match
-,-,-,-,19680,-45.22,0.0,461,Insertion
19920,-44.38,-0.0,463,19700,-41.44,0.0,463,Match
-,-,-,-,19720,-40.81,0.0,463,Insertion
-,-,-,-,19740,-40.17,0.0,463,Insertion
19940,-42.66,-0.0,464,19760,-39.54,0.0,464,Match
19960,-40.93,-0.0,464,19780,-38.91,0.0,464,Match
-,-,-,-,19800,-35.09,0.0,465,Insertion
-,-,-,-,19820,-34.77,0.0,465,Insertion
-,-,-,-,19840,-34.46,0.0,466,Insertion
-,-,-,-,19860,-34.14,0.0,466,Insertion
-,-,-,-,19880,-33.82,0.0,466,Insertion
-,-,-,-,19900,-31.91,0.0,467,Insertion
-,-,-,-,19920,-30.67,0.0,467,Insertion
-,-,-,-,19940,-29.42,0.0,467,Insertion
-,-,-,-,19960,-28.18,0.0,467,Insertion
